	type	value	gset	source	perc
59629	"Random
subsampled RTs"	0.8217	Hart2017	AVANA	0.4
59630	"Random
subsampled RTs"	0.8433	Hart2017	AVANA	0.45
59631	"Random
subsampled RTs"	0.8522	Hart2017	AVANA	0.5
59632	"Random
subsampled RTs"	0.8855	Hart2017	AVANA	0.55
59633	"Random
subsampled RTs"	0.8873	Hart2017	AVANA	0.6
59634	"Random
subsampled RTs"	0.888	Hart2017	AVANA	0.65
59635	"Random
subsampled RTs"	0.8939	Hart2017	AVANA	0.7
59636	"Random
subsampled RTs"	0.8911	Hart2017	AVANA	0.75
59637	"Random
subsampled RTs"	0.9176	Hart2017	AVANA	0.8
59638	"Random
subsampled RTs"	0.9238	Hart2017	AVANA	0.85
59639	"Random
subsampled RTs"	0.9321	Hart2017	AVANA	0.9
59640	"Random
subsampled RTs"	0.9459	Hart2017	AVANA	0.95
59641	"Random
subsampled RTs"	0.7053	Hart2017	KY	0.05
59642	"Random
subsampled RTs"	0.7882	Hart2017	KY	0.1
59643	"Random
subsampled RTs"	0.801	Hart2017	KY	0.15
59644	"Random
subsampled RTs"	0.8241	Hart2017	KY	0.2
59645	"Random
subsampled RTs"	0.9002	Hart2017	KY	0.25
59646	"Random
subsampled RTs"	0.9067	Hart2017	KY	0.3
59647	"Random
subsampled RTs"	0.9292	Hart2017	KY	0.35
59648	"Random
subsampled RTs"	0.8963	Hart2017	KY	0.4
59649	"Random
subsampled RTs"	0.9118	Hart2017	KY	0.45
59650	"Random
subsampled RTs"	0.9344	Hart2017	KY	0.5
59651	"Random
subsampled RTs"	0.9419	Hart2017	KY	0.55
59652	"Random
subsampled RTs"	0.9443	Hart2017	KY	0.6
59653	"Random
subsampled RTs"	0.9452	Hart2017	KY	0.65
59654	"Random
subsampled RTs"	0.9538	Hart2017	KY	0.7
59655	"Random
subsampled RTs"	0.9606	Hart2017	KY	0.75
59656	"Random
subsampled RTs"	0.9622	Hart2017	KY	0.8
59657	"Random
subsampled RTs"	0.9665	Hart2017	KY	0.85
59658	"Random
subsampled RTs"	0.9729	Hart2017	KY	0.9
59659	"Random
subsampled RTs"	0.9754	Hart2017	KY	0.95
59660	"Random
subsampled RTs"	0.7991	ADaM2021	AVANA	0.05
59661	"Random
subsampled RTs"	0.8534	ADaM2021	AVANA	0.1
59662	"Random
subsampled RTs"	0.8717	ADaM2021	AVANA	0.15
59663	"Random
subsampled RTs"	0.8952	ADaM2021	AVANA	0.2
59664	"Random
subsampled RTs"	0.9022	ADaM2021	AVANA	0.25
59665	"Random
subsampled RTs"	0.9137	ADaM2021	AVANA	0.3
59666	"Random
subsampled RTs"	0.9141	ADaM2021	AVANA	0.35
59667	"Random
subsampled RTs"	0.9186	ADaM2021	AVANA	0.4
59668	"Random
subsampled RTs"	0.9293	ADaM2021	AVANA	0.45
59669	"Random
subsampled RTs"	0.9303	ADaM2021	AVANA	0.5
59670	"Random
subsampled RTs"	0.9297	ADaM2021	AVANA	0.55
59671	"Random
subsampled RTs"	0.9373	ADaM2021	AVANA	0.6
59672	"Random
subsampled RTs"	0.9389	ADaM2021	AVANA	0.65
59673	"Random
subsampled RTs"	0.9491	ADaM2021	AVANA	0.7
59674	"Random
subsampled RTs"	0.9482	ADaM2021	AVANA	0.75
59675	"Random
subsampled RTs"	0.9524	ADaM2021	AVANA	0.8
59676	"Random
subsampled RTs"	0.9594	ADaM2021	AVANA	0.85
59677	"Random
subsampled RTs"	0.9592	ADaM2021	AVANA	0.9
59678	"Random
subsampled RTs"	0.9639	ADaM2021	AVANA	0.95
59679	"Random
subsampled RTs"	0.8259	ADaM2021	KY	0.05
59680	"Random
subsampled RTs"	0.8915	ADaM2021	KY	0.1
59681	"Random
subsampled RTs"	0.8908	ADaM2021	KY	0.15
59682	"Random
subsampled RTs"	0.9177	ADaM2021	KY	0.2
59683	"Random
subsampled RTs"	0.9188	ADaM2021	KY	0.25
59684	"Random
subsampled RTs"	0.9321	ADaM2021	KY	0.3
59685	"Random
subsampled RTs"	0.9359	ADaM2021	KY	0.35
59686	"Random
subsampled RTs"	0.9407	ADaM2021	KY	0.4
59687	"Random
subsampled RTs"	0.9455	ADaM2021	KY	0.45
59688	"Random
subsampled RTs"	0.9491	ADaM2021	KY	0.5
59689	"Random
subsampled RTs"	0.9547	ADaM2021	KY	0.55
59690	"Random
subsampled RTs"	0.9557	ADaM2021	KY	0.6
59691	"Random
subsampled RTs"	0.9615	ADaM2021	KY	0.65
59692	"Random
subsampled RTs"	0.9612	ADaM2021	KY	0.7
59693	"Random
subsampled RTs"	0.9666	ADaM2021	KY	0.75
59694	"Random
subsampled RTs"	0.9694	ADaM2021	KY	0.8
59695	"Random
subsampled RTs"	0.9736	ADaM2021	KY	0.85
59696	"Random
subsampled RTs"	0.9774	ADaM2021	KY	0.9
59697	"Random
subsampled RTs"	0.9819	ADaM2021	KY	0.95
59698	"Random
subsampled RTs"	0.6522	Hart2017	AVANA	0.05
59699	"Random
subsampled RTs"	0.7883	Hart2017	AVANA	0.1
59700	"Random
subsampled RTs"	0.8291	Hart2017	AVANA	0.15
59701	"Random
subsampled RTs"	0.8369	Hart2017	AVANA	0.2
59702	"Random
subsampled RTs"	0.833	Hart2017	AVANA	0.25
59703	"Random
subsampled RTs"	0.839	Hart2017	AVANA	0.3
59704	"Random
subsampled RTs"	0.8782	Hart2017	AVANA	0.35
59705	"Random
subsampled RTs"	0.8831	Hart2017	AVANA	0.4
59706	"Random
subsampled RTs"	0.8907	Hart2017	AVANA	0.45
59707	"Random
subsampled RTs"	0.8545	Hart2017	AVANA	0.5
59708	"Random
subsampled RTs"	0.8256	Hart2017	AVANA	0.55
59709	"Random
subsampled RTs"	0.8572	Hart2017	AVANA	0.6
59710	"Random
subsampled RTs"	0.8662	Hart2017	AVANA	0.65
59711	"Random
subsampled RTs"	0.8957	Hart2017	AVANA	0.7
59712	"Random
subsampled RTs"	0.9006	Hart2017	AVANA	0.75
59713	"Random
subsampled RTs"	0.9219	Hart2017	AVANA	0.8
59714	"Random
subsampled RTs"	0.9335	Hart2017	AVANA	0.85
59715	"Random
subsampled RTs"	0.937	Hart2017	AVANA	0.9
59716	"Random
subsampled RTs"	0.9478	Hart2017	AVANA	0.95
59717	"Random
subsampled RTs"	0.6026	Hart2017	KY	0.05
59718	"Random
subsampled RTs"	0.8111	Hart2017	KY	0.1
59719	"Random
subsampled RTs"	0.849	Hart2017	KY	0.15
59720	"Random
subsampled RTs"	0.8763	Hart2017	KY	0.2
59721	"Random
subsampled RTs"	0.8959	Hart2017	KY	0.25
59722	"Random
subsampled RTs"	0.9114	Hart2017	KY	0.3
59723	"Random
subsampled RTs"	0.9127	Hart2017	KY	0.35
59724	"Random
subsampled RTs"	0.9172	Hart2017	KY	0.4
59725	"Random
subsampled RTs"	0.9272	Hart2017	KY	0.45
59726	"Random
subsampled RTs"	0.9162	Hart2017	KY	0.5
59727	"Random
subsampled RTs"	0.9285	Hart2017	KY	0.55
59728	"Random
subsampled RTs"	0.9225	Hart2017	KY	0.6
59729	"Random
subsampled RTs"	0.9137	Hart2017	KY	0.65
59730	"Random
subsampled RTs"	0.9235	Hart2017	KY	0.7
59731	"Random
subsampled RTs"	0.9296	Hart2017	KY	0.75
59732	"Random
subsampled RTs"	0.9634	Hart2017	KY	0.8
59733	"Random
subsampled RTs"	0.962	Hart2017	KY	0.85
59734	"Random
subsampled RTs"	0.97	Hart2017	KY	0.9
59735	"Random
subsampled RTs"	0.9699	Hart2017	KY	0.95
59736	"Random
subsampled RTs"	0.8255	ADaM2021	AVANA	0.05
59737	"Random
subsampled RTs"	0.8516	ADaM2021	AVANA	0.1
59738	"Random
subsampled RTs"	0.8756	ADaM2021	AVANA	0.15
59739	"Random
subsampled RTs"	0.8895	ADaM2021	AVANA	0.2
59740	"Random
subsampled RTs"	0.9001	ADaM2021	AVANA	0.25
59741	"Random
subsampled RTs"	0.9075	ADaM2021	AVANA	0.3
59742	"Random
subsampled RTs"	0.9108	ADaM2021	AVANA	0.35
59743	"Random
subsampled RTs"	0.9143	ADaM2021	AVANA	0.4
59744	"Random
subsampled RTs"	0.8928	ADaM2021	AVANA	0.45
59745	"Random
subsampled RTs"	0.8966	ADaM2021	AVANA	0.5
59746	"Random
subsampled RTs"	0.8986	ADaM2021	AVANA	0.55
59747	"Random
subsampled RTs"	0.8869	ADaM2021	AVANA	0.6
59748	"Random
subsampled RTs"	0.8753	ADaM2021	AVANA	0.65
59749	"Random
subsampled RTs"	0.8869	ADaM2021	AVANA	0.7
59750	"Random
subsampled RTs"	0.9065	ADaM2021	AVANA	0.75
59751	"Random
subsampled RTs"	0.9279	ADaM2021	AVANA	0.8
59752	"Random
subsampled RTs"	0.9346	ADaM2021	AVANA	0.85
59753	"Random
subsampled RTs"	0.9491	ADaM2021	AVANA	0.9
59754	"Random
subsampled RTs"	0.9658	ADaM2021	AVANA	0.95
59755	"Random
subsampled RTs"	0.7142	ADaM2021	KY	0.05
59756	"Random
subsampled RTs"	0.8396	ADaM2021	KY	0.1
59757	"Random
subsampled RTs"	0.855	ADaM2021	KY	0.15
59758	"Random
subsampled RTs"	0.9006	ADaM2021	KY	0.2
59759	"Random
subsampled RTs"	0.9156	ADaM2021	KY	0.25
59760	"Random
subsampled RTs"	0.9255	ADaM2021	KY	0.3
59761	"Random
subsampled RTs"	0.9355	ADaM2021	KY	0.35
59762	"Random
subsampled RTs"	0.9385	ADaM2021	KY	0.4
59763	"Random
subsampled RTs"	0.9439	ADaM2021	KY	0.45
59764	"Random
subsampled RTs"	0.9519	ADaM2021	KY	0.5
59765	"Random
subsampled RTs"	0.9545	ADaM2021	KY	0.55
59766	"Random
subsampled RTs"	0.9596	ADaM2021	KY	0.6
59767	"Random
subsampled RTs"	0.9639	ADaM2021	KY	0.65
59768	"Random
subsampled RTs"	0.9678	ADaM2021	KY	0.7
59769	"Random
subsampled RTs"	0.9689	ADaM2021	KY	0.75
59770	"Random
subsampled RTs"	0.9747	ADaM2021	KY	0.8
59771	"Random
subsampled RTs"	0.978	ADaM2021	KY	0.85
59772	"Random
subsampled RTs"	0.978	ADaM2021	KY	0.9
59773	"Random
subsampled RTs"	0.9828	ADaM2021	KY	0.95
59774	"Random
subsampled RTs"	0.6081	Hart2017	AVANA	0.05
59775	"Random
subsampled RTs"	0.6483	Hart2017	AVANA	0.1
59776	"Random
subsampled RTs"	0.6832	Hart2017	AVANA	0.15
59777	"Random
subsampled RTs"	0.6569	Hart2017	AVANA	0.2
59778	"Random
subsampled RTs"	0.755	Hart2017	AVANA	0.25
59779	"Random
subsampled RTs"	0.7842	Hart2017	AVANA	0.3
59780	"Random
subsampled RTs"	0.8401	Hart2017	AVANA	0.35
59781	"Random
subsampled RTs"	0.8737	Hart2017	AVANA	0.4
59782	"Random
subsampled RTs"	0.8718	Hart2017	AVANA	0.45
59783	"Random
subsampled RTs"	0.8835	Hart2017	AVANA	0.5
59784	"Random
subsampled RTs"	0.8835	Hart2017	AVANA	0.55
59785	"Random
subsampled RTs"	0.8969	Hart2017	AVANA	0.6
59786	"Random
subsampled RTs"	0.907	Hart2017	AVANA	0.65
59787	"Random
subsampled RTs"	0.9146	Hart2017	AVANA	0.7
59788	"Random
subsampled RTs"	0.9209	Hart2017	AVANA	0.75
59789	"Random
subsampled RTs"	0.9254	Hart2017	AVANA	0.8
59790	"Random
subsampled RTs"	0.933	Hart2017	AVANA	0.85
59791	"Random
subsampled RTs"	0.9379	Hart2017	AVANA	0.9
59792	"Random
subsampled RTs"	0.9466	Hart2017	AVANA	0.95
59793	"Random
subsampled RTs"	0.8384	Hart2017	KY	0.05
59794	"Random
subsampled RTs"	0.8696	Hart2017	KY	0.1
59795	"Random
subsampled RTs"	0.8883	Hart2017	KY	0.15
59796	"Random
subsampled RTs"	0.8993	Hart2017	KY	0.2
59797	"Random
subsampled RTs"	0.9173	Hart2017	KY	0.25
59798	"Random
subsampled RTs"	0.9229	Hart2017	KY	0.3
59799	"Random
subsampled RTs"	0.9314	Hart2017	KY	0.35
59800	"Random
subsampled RTs"	0.9419	Hart2017	KY	0.4
59801	"Random
subsampled RTs"	0.9433	Hart2017	KY	0.45
59802	"Random
subsampled RTs"	0.9475	Hart2017	KY	0.5
59803	"Random
subsampled RTs"	0.947	Hart2017	KY	0.55
59804	"Random
subsampled RTs"	0.9477	Hart2017	KY	0.6
59805	"Random
subsampled RTs"	0.9532	Hart2017	KY	0.65
59806	"Random
subsampled RTs"	0.9581	Hart2017	KY	0.7
59807	"Random
subsampled RTs"	0.9605	Hart2017	KY	0.75
59808	"Random
subsampled RTs"	0.9665	Hart2017	KY	0.8
59809	"Random
subsampled RTs"	0.971	Hart2017	KY	0.85
59810	"Random
subsampled RTs"	0.9723	Hart2017	KY	0.9
59811	"Random
subsampled RTs"	0.9738	Hart2017	KY	0.95
59812	"Random
subsampled RTs"	0.825	ADaM2021	AVANA	0.05
59813	"Random
subsampled RTs"	0.8685	ADaM2021	AVANA	0.1
59814	"Random
subsampled RTs"	0.8636	ADaM2021	AVANA	0.15
59815	"Random
subsampled RTs"	0.9018	ADaM2021	AVANA	0.2
59816	"Random
subsampled RTs"	0.909	ADaM2021	AVANA	0.25
59817	"Random
subsampled RTs"	0.9142	ADaM2021	AVANA	0.3
59818	"Random
subsampled RTs"	0.9068	ADaM2021	AVANA	0.35
59819	"Random
subsampled RTs"	0.9249	ADaM2021	AVANA	0.4
59820	"Random
subsampled RTs"	0.9325	ADaM2021	AVANA	0.45
59821	"Random
subsampled RTs"	0.9291	ADaM2021	AVANA	0.5
59822	"Random
subsampled RTs"	0.9243	ADaM2021	AVANA	0.55
59823	"Random
subsampled RTs"	0.9271	ADaM2021	AVANA	0.6
59824	"Random
subsampled RTs"	0.936	ADaM2021	AVANA	0.65
59825	"Random
subsampled RTs"	0.9454	ADaM2021	AVANA	0.7
59826	"Random
subsampled RTs"	0.9541	ADaM2021	AVANA	0.75
59827	"Random
subsampled RTs"	0.954	ADaM2021	AVANA	0.8
59828	"Random
subsampled RTs"	0.9587	ADaM2021	AVANA	0.85
59829	"Random
subsampled RTs"	0.959	ADaM2021	AVANA	0.9
59830	"Random
subsampled RTs"	0.9589	ADaM2021	AVANA	0.95
59831	"Random
subsampled RTs"	0.8371	ADaM2021	KY	0.05
59832	"Random
subsampled RTs"	0.8724	ADaM2021	KY	0.1
59833	"Random
subsampled RTs"	0.8891	ADaM2021	KY	0.15
59834	"Random
subsampled RTs"	0.9147	ADaM2021	KY	0.2
59835	"Random
subsampled RTs"	0.9288	ADaM2021	KY	0.25
59836	"Random
subsampled RTs"	0.9386	ADaM2021	KY	0.3
59837	"Random
subsampled RTs"	0.9428	ADaM2021	KY	0.35
59838	"Random
subsampled RTs"	0.9451	ADaM2021	KY	0.4
59839	"Random
subsampled RTs"	0.9366	ADaM2021	KY	0.45
59840	"Random
subsampled RTs"	0.954	ADaM2021	KY	0.5
59841	"Random
subsampled RTs"	0.9596	ADaM2021	KY	0.55
59842	"Random
subsampled RTs"	0.9615	ADaM2021	KY	0.6
59843	"Random
subsampled RTs"	0.9642	ADaM2021	KY	0.65
59844	"Random
subsampled RTs"	0.9675	ADaM2021	KY	0.7
59845	"Random
subsampled RTs"	0.9703	ADaM2021	KY	0.75
59846	"Random
subsampled RTs"	0.9738	ADaM2021	KY	0.8
59847	"Random
subsampled RTs"	0.974	ADaM2021	KY	0.85
59848	"Random
subsampled RTs"	0.9789	ADaM2021	KY	0.9
59849	"Random
subsampled RTs"	0.9822	ADaM2021	KY	0.95
59850	"Random
subsampled RTs"	0.748	Hart2017	AVANA	0.05
59851	"Random
subsampled RTs"	0.8014	Hart2017	AVANA	0.1
59852	"Random
subsampled RTs"	0.8369	Hart2017	AVANA	0.15
59853	"Random
subsampled RTs"	0.8438	Hart2017	AVANA	0.2
59854	"Random
subsampled RTs"	0.8376	Hart2017	AVANA	0.25
59855	"Random
subsampled RTs"	0.8577	Hart2017	AVANA	0.3
59856	"Random
subsampled RTs"	0.8546	Hart2017	AVANA	0.35
59857	"Random
subsampled RTs"	0.8841	Hart2017	AVANA	0.4
59858	"Random
subsampled RTs"	0.8899	Hart2017	AVANA	0.45
59859	"Random
subsampled RTs"	0.886	Hart2017	AVANA	0.5
59860	"Random
subsampled RTs"	0.8809	Hart2017	AVANA	0.55
59861	"Random
subsampled RTs"	0.8765	Hart2017	AVANA	0.6
59862	"Random
subsampled RTs"	0.91	Hart2017	AVANA	0.65
59863	"Random
subsampled RTs"	0.9084	Hart2017	AVANA	0.7
59864	"Random
subsampled RTs"	0.9126	Hart2017	AVANA	0.75
59865	"Random
subsampled RTs"	0.9192	Hart2017	AVANA	0.8
59866	"Random
subsampled RTs"	0.9284	Hart2017	AVANA	0.85
59867	"Random
subsampled RTs"	0.9361	Hart2017	AVANA	0.9
59868	"Random
subsampled RTs"	0.936	Hart2017	AVANA	0.95
59869	"Random
subsampled RTs"	0.7084	Hart2017	KY	0.05
59870	"Random
subsampled RTs"	0.7887	Hart2017	KY	0.1
59871	"Random
subsampled RTs"	0.8852	Hart2017	KY	0.15
59872	"Random
subsampled RTs"	0.8884	Hart2017	KY	0.2
59873	"Random
subsampled RTs"	0.8983	Hart2017	KY	0.25
59874	"Random
subsampled RTs"	0.9016	Hart2017	KY	0.3
59875	"Random
subsampled RTs"	0.9199	Hart2017	KY	0.35
59876	"Random
subsampled RTs"	0.923	Hart2017	KY	0.4
59877	"Random
subsampled RTs"	0.931	Hart2017	KY	0.45
59878	"Random
subsampled RTs"	0.9371	Hart2017	KY	0.5
59879	"Random
subsampled RTs"	0.9418	Hart2017	KY	0.55
59880	"Random
subsampled RTs"	0.9525	Hart2017	KY	0.6
59881	"Random
subsampled RTs"	0.9529	Hart2017	KY	0.65
59882	"Random
subsampled RTs"	0.9551	Hart2017	KY	0.7
59883	"Random
subsampled RTs"	0.9565	Hart2017	KY	0.75
59884	"Random
subsampled RTs"	0.961	Hart2017	KY	0.8
59885	"Random
subsampled RTs"	0.9704	Hart2017	KY	0.85
59886	"Random
subsampled RTs"	0.9712	Hart2017	KY	0.9
59887	"Random
subsampled RTs"	0.976	Hart2017	KY	0.95
59888	"Random
subsampled RTs"	0.7665	ADaM2021	AVANA	0.05
59889	"Random
subsampled RTs"	0.8541	ADaM2021	AVANA	0.1
59890	"Random
subsampled RTs"	0.8818	ADaM2021	AVANA	0.15
59891	"Random
subsampled RTs"	0.8781	ADaM2021	AVANA	0.2
59892	"Random
subsampled RTs"	0.8973	ADaM2021	AVANA	0.25
59893	"Random
subsampled RTs"	0.9012	ADaM2021	AVANA	0.3
59894	"Random
subsampled RTs"	0.9091	ADaM2021	AVANA	0.35
59895	"Random
subsampled RTs"	0.9159	ADaM2021	AVANA	0.4
59896	"Random
subsampled RTs"	0.9216	ADaM2021	AVANA	0.45
59897	"Random
subsampled RTs"	0.928	ADaM2021	AVANA	0.5
59898	"Random
subsampled RTs"	0.9323	ADaM2021	AVANA	0.55
59899	"Random
subsampled RTs"	0.9365	ADaM2021	AVANA	0.6
59900	"Random
subsampled RTs"	0.9417	ADaM2021	AVANA	0.65
59901	"Random
subsampled RTs"	0.9487	ADaM2021	AVANA	0.7
59902	"Random
subsampled RTs"	0.9468	ADaM2021	AVANA	0.75
59903	"Random
subsampled RTs"	0.95	ADaM2021	AVANA	0.8
59904	"Random
subsampled RTs"	0.9564	ADaM2021	AVANA	0.85
59905	"Random
subsampled RTs"	0.962	ADaM2021	AVANA	0.9
59906	"Random
subsampled RTs"	0.965	ADaM2021	AVANA	0.95
59907	"Random
subsampled RTs"	0.8311	ADaM2021	KY	0.05
59908	"Random
subsampled RTs"	0.8565	ADaM2021	KY	0.1
59909	"Random
subsampled RTs"	0.9004	ADaM2021	KY	0.15
59910	"Random
subsampled RTs"	0.8915	ADaM2021	KY	0.2
59911	"Random
subsampled RTs"	0.9201	ADaM2021	KY	0.25
59912	"Random
subsampled RTs"	0.9224	ADaM2021	KY	0.3
59913	"Random
subsampled RTs"	0.9373	ADaM2021	KY	0.35
59914	"Random
subsampled RTs"	0.9396	ADaM2021	KY	0.4
59915	"Random
subsampled RTs"	0.95	ADaM2021	KY	0.45
59916	"Random
subsampled RTs"	0.9542	ADaM2021	KY	0.5
59917	"Random
subsampled RTs"	0.9573	ADaM2021	KY	0.55
59918	"Random
subsampled RTs"	0.9632	ADaM2021	KY	0.6
59919	"Random
subsampled RTs"	0.964	ADaM2021	KY	0.65
59920	"Random
subsampled RTs"	0.9671	ADaM2021	KY	0.7
59921	"Random
subsampled RTs"	0.9678	ADaM2021	KY	0.75
59922	"Random
subsampled RTs"	0.9673	ADaM2021	KY	0.8
59923	"Random
subsampled RTs"	0.9752	ADaM2021	KY	0.85
59924	"Random
subsampled RTs"	0.9761	ADaM2021	KY	0.9
59925	"Random
subsampled RTs"	0.9829	ADaM2021	KY	0.95
59926	"Random
subsampled RTs"	0.6321	Hart2017	AVANA	0.05
59927	"Random
subsampled RTs"	0.7402	Hart2017	AVANA	0.1
59928	"Random
subsampled RTs"	0.6422	Hart2017	AVANA	0.15
59929	"Random
subsampled RTs"	0.8014	Hart2017	AVANA	0.2
59930	"Random
subsampled RTs"	0.8228	Hart2017	AVANA	0.25
59931	"Random
subsampled RTs"	0.8527	Hart2017	AVANA	0.3
59932	"Random
subsampled RTs"	0.8705	Hart2017	AVANA	0.35
59933	"Random
subsampled RTs"	0.8853	Hart2017	AVANA	0.4
59934	"Random
subsampled RTs"	0.8799	Hart2017	AVANA	0.45
59935	"Random
subsampled RTs"	0.8961	Hart2017	AVANA	0.5
59936	"Random
subsampled RTs"	0.8993	Hart2017	AVANA	0.55
59937	"Random
subsampled RTs"	0.8952	Hart2017	AVANA	0.6
59938	"Random
subsampled RTs"	0.8936	Hart2017	AVANA	0.65
59939	"Random
subsampled RTs"	0.9162	Hart2017	AVANA	0.7
59940	"Random
subsampled RTs"	0.8839	Hart2017	AVANA	0.75
59941	"Random
subsampled RTs"	0.9105	Hart2017	AVANA	0.8
59942	"Random
subsampled RTs"	0.9258	Hart2017	AVANA	0.85
59943	"Random
subsampled RTs"	0.9313	Hart2017	AVANA	0.9
59944	"Random
subsampled RTs"	0.9446	Hart2017	AVANA	0.95
59945	"Random
subsampled RTs"	0.793	Hart2017	KY	0.05
59946	"Random
subsampled RTs"	0.8479	Hart2017	KY	0.1
59947	"Random
subsampled RTs"	0.8761	Hart2017	KY	0.15
59948	"Random
subsampled RTs"	0.893	Hart2017	KY	0.2
59949	"Random
subsampled RTs"	0.9015	Hart2017	KY	0.25
59950	"Random
subsampled RTs"	0.9116	Hart2017	KY	0.3
59951	"Random
subsampled RTs"	0.9207	Hart2017	KY	0.35
59952	"Random
subsampled RTs"	0.9294	Hart2017	KY	0.4
59953	"Random
subsampled RTs"	0.921	Hart2017	KY	0.45
59954	"Random
subsampled RTs"	0.9387	Hart2017	KY	0.5
59955	"Random
subsampled RTs"	0.938	Hart2017	KY	0.55
59956	"Random
subsampled RTs"	0.9447	Hart2017	KY	0.6
59957	"Random
subsampled RTs"	0.9508	Hart2017	KY	0.65
59958	"Random
subsampled RTs"	0.9592	Hart2017	KY	0.7
59959	"Random
subsampled RTs"	0.9638	Hart2017	KY	0.75
59960	"Random
subsampled RTs"	0.9674	Hart2017	KY	0.8
59961	"Random
subsampled RTs"	0.9703	Hart2017	KY	0.85
59962	"Random
subsampled RTs"	0.9728	Hart2017	KY	0.9
59963	"Random
subsampled RTs"	0.9785	Hart2017	KY	0.95
59964	"Random
subsampled RTs"	0.83	ADaM2021	AVANA	0.05
59965	"Random
subsampled RTs"	0.8494	ADaM2021	AVANA	0.1
59966	"Random
subsampled RTs"	0.8457	ADaM2021	AVANA	0.15
59967	"Random
subsampled RTs"	0.8584	ADaM2021	AVANA	0.2
59968	"Random
subsampled RTs"	0.8527	ADaM2021	AVANA	0.25
59969	"Random
subsampled RTs"	0.8645	ADaM2021	AVANA	0.3
59970	"Random
subsampled RTs"	0.8591	ADaM2021	AVANA	0.35
59971	"Random
subsampled RTs"	0.8837	ADaM2021	AVANA	0.4
59972	"Random
subsampled RTs"	0.8861	ADaM2021	AVANA	0.45
59973	"Random
subsampled RTs"	0.8874	ADaM2021	AVANA	0.5
59974	"Random
subsampled RTs"	0.9009	ADaM2021	AVANA	0.55
59975	"Random
subsampled RTs"	0.9098	ADaM2021	AVANA	0.6
59976	"Random
subsampled RTs"	0.9125	ADaM2021	AVANA	0.65
59977	"Random
subsampled RTs"	0.9245	ADaM2021	AVANA	0.7
59978	"Random
subsampled RTs"	0.9445	ADaM2021	AVANA	0.75
59979	"Random
subsampled RTs"	0.9547	ADaM2021	AVANA	0.8
59980	"Random
subsampled RTs"	0.9538	ADaM2021	AVANA	0.85
59981	"Random
subsampled RTs"	0.9648	ADaM2021	AVANA	0.9
59982	"Random
subsampled RTs"	0.968	ADaM2021	AVANA	0.95
59983	"Random
subsampled RTs"	0.8439	ADaM2021	KY	0.05
59984	"Random
subsampled RTs"	0.8701	ADaM2021	KY	0.1
59985	"Random
subsampled RTs"	0.8962	ADaM2021	KY	0.15
59986	"Random
subsampled RTs"	0.9136	ADaM2021	KY	0.2
59987	"Random
subsampled RTs"	0.9062	ADaM2021	KY	0.25
59988	"Random
subsampled RTs"	0.9015	ADaM2021	KY	0.3
59989	"Random
subsampled RTs"	0.9111	ADaM2021	KY	0.35
59990	"Random
subsampled RTs"	0.9196	ADaM2021	KY	0.4
59991	"Random
subsampled RTs"	0.9382	ADaM2021	KY	0.45
59992	"Random
subsampled RTs"	0.9385	ADaM2021	KY	0.5
59993	"Random
subsampled RTs"	0.9421	ADaM2021	KY	0.55
59994	"Random
subsampled RTs"	0.943	ADaM2021	KY	0.6
59995	"Random
subsampled RTs"	0.9503	ADaM2021	KY	0.65
59996	"Random
subsampled RTs"	0.9461	ADaM2021	KY	0.7
59997	"Random
subsampled RTs"	0.9447	ADaM2021	KY	0.75
59998	"Random
subsampled RTs"	0.9683	ADaM2021	KY	0.8
59999	"Random
subsampled RTs"	0.9718	ADaM2021	KY	0.85
60000	"Random
subsampled RTs"	0.9773	ADaM2021	KY	0.9
60001	"Random
subsampled RTs"	0.9836	ADaM2021	KY	0.95
60002	"Random
subsampled RTs"	0.6144	Hart2017	AVANA	0.05
60003	"Random
subsampled RTs"	0.7929	Hart2017	AVANA	0.1
60004	"Random
subsampled RTs"	0.8094	Hart2017	AVANA	0.15
60005	"Random
subsampled RTs"	0.8329	Hart2017	AVANA	0.2
60006	"Random
subsampled RTs"	0.8277	Hart2017	AVANA	0.25
60007	"Random
subsampled RTs"	0.8144	Hart2017	AVANA	0.3
60008	"Random
subsampled RTs"	0.8244	Hart2017	AVANA	0.35
60009	"Random
subsampled RTs"	0.8287	Hart2017	AVANA	0.4
60010	"Random
subsampled RTs"	0.8301	Hart2017	AVANA	0.45
60011	"Random
subsampled RTs"	0.8795	Hart2017	AVANA	0.5
60012	"Random
subsampled RTs"	0.8966	Hart2017	AVANA	0.55
60013	"Random
subsampled RTs"	0.907	Hart2017	AVANA	0.6
60014	"Random
subsampled RTs"	0.9107	Hart2017	AVANA	0.65
60015	"Random
subsampled RTs"	0.9168	Hart2017	AVANA	0.7
60016	"Random
subsampled RTs"	0.9133	Hart2017	AVANA	0.75
60017	"Random
subsampled RTs"	0.9243	Hart2017	AVANA	0.8
60018	"Random
subsampled RTs"	0.9336	Hart2017	AVANA	0.85
60019	"Random
subsampled RTs"	0.9374	Hart2017	AVANA	0.9
60020	"Random
subsampled RTs"	0.9456	Hart2017	AVANA	0.95
60021	"Random
subsampled RTs"	0.8146	Hart2017	KY	0.05
60022	"Random
subsampled RTs"	0.8426	Hart2017	KY	0.1
60023	"Random
subsampled RTs"	0.8551	Hart2017	KY	0.15
