	Gene	Corrected fold-changes	category	gset	Library
7474	H1-10	-0.2810855148669648	Common	ADaM2021	MiniLibCas9
7475	PLXND1	-0.1710252498902106	Common	ADaM2021	MiniLibCas9
7476	TMCC1	-0.1435730006198076	Exclusive	ADaM2021	MiniLibCas9
7477	ALG1L2	-0.3221994536678377	Common	ADaM2021	MiniLibCas9
7478	PIK3R4	-0.4927865600763609	Common	ADaM2021	MiniLibCas9
7479	ATP2C1	-0.1530315648808999	Common	ADaM2021	MiniLibCas9
7480	MRPL3	-2.288759113811681	Common	ADaM2021	MiniLibCas9
7481	UBA5	-0.6153243667516839	Common	ADaM2021	MiniLibCas9
7482	TOPBP1	-2.741637308955074	Common	ADaM2021	MiniLibCas9
7483	SRPRB	-0.4814356210308738	Common	ADaM2021	MiniLibCas9
7484	STAG1	-0.1606550768569515	Common	ADaM2021	MiniLibCas9
7485	DBR1	-2.440147285184732	Common	ADaM2021	MiniLibCas9
7486	PIK3CB	-0.2106193023439764	Common	ADaM2021	MiniLibCas9
7487	MRPS22	-0.2141419412807869	Common	ADaM2021	MiniLibCas9
7488	COPB2	-2.715849147867204	Common	ADaM2021	MiniLibCas9
7489	XRN1	-0.5232618675499251	Common	ADaM2021	MiniLibCas9
7490	ATR	-4.748221733747736	Common	ADaM2021	MiniLibCas9
7491	U2SURP	-2.1269045190307154	Common	ADaM2021	MiniLibCas9
7492	TM4SF4	-0.1838613769044033	Common	ADaM2021	MiniLibCas9
7493	TSC22D2	-0.478324688684848	Common	ADaM2021	MiniLibCas9
7494	DHX36	-0.2510397342222999	Common	ADaM2021	MiniLibCas9
7495	SLC33A1	-0.1823686978081987	Common	ADaM2021	MiniLibCas9
7496	GMPS	-2.210562337911897	Common	ADaM2021	MiniLibCas9
7497	GFM1	-0.1907264192903256	Common	ADaM2021	MiniLibCas9
7498	SMC4	-4.207572245975303	Common	ADaM2021	MiniLibCas9
7499	NMD3	-1.5764287771632377	Common	ADaM2021	MiniLibCas9
7500	MECOM	-0.6892799574205255	Common	ADaM2021	MiniLibCas9
7501	SEC62	-0.1585098165412122	Common	ADaM2021	MiniLibCas9
7502	ECT2	-0.7975904290956757	Common	ADaM2021	MiniLibCas9
7503	PIK3CA	-1.8074597363979503	Common	ADaM2021	MiniLibCas9
7504	ACTL6A	-3.3818090121207804	Common	ADaM2021	MiniLibCas9
7505	MRPL47	-0.2934658066698702	Common	ADaM2021	MiniLibCas9
7506	ATP11B	-0.3104438516575834	Common	ADaM2021	MiniLibCas9
7507	YEATS2	-0.1741127943997945	Common	ADaM2021	MiniLibCas9
7508	EIF2B5	-3.2335857503119927	Common	ADaM2021	MiniLibCas9
7509	AP2M1	-1.1245670864907424	Common	ADaM2021	MiniLibCas9
7510	CAMK2N2	-0.1010932028942485	Exclusive	ADaM2021	MiniLibCas9
7511	PSMD2	-3.81588148350271	Common	ADaM2021	MiniLibCas9
7512	EIF4G1	-2.697843216485063	Common	ADaM2021	MiniLibCas9
7513	POLR2H	-3.331692174409012	Common	ADaM2021	MiniLibCas9
7514	VPS8	-0.0920279877019	Exclusive	ADaM2021	MiniLibCas9
7515	TRA2B	-0.1526725616520735	Exclusive	ADaM2021	MiniLibCas9
7516	RFC4	-2.0625551059237037	Common	ADaM2021	MiniLibCas9
7517	MB21D2	-0.187144226239604	Common	ADaM2021	MiniLibCas9
7518	OPA1	-0.1648755394682995	Common	ADaM2021	MiniLibCas9
7519	HES1	-0.3274664237529314	Common	ADaM2021	MiniLibCas9
7520	LSG1	-1.462592200299759	Common	ADaM2021	MiniLibCas9
7521	PPP1R2	-1.0234645336631902	Common	ADaM2021	MiniLibCas9
7522	TFRC	-0.7491726824697185	Common	ADaM2021	MiniLibCas9
7523	PCYT1A	-2.5904516291100963	Common	ADaM2021	MiniLibCas9
7524	RNF168	-0.390369032944509	Common	ADaM2021	MiniLibCas9
7525	NCBP2	-3.44925539082861	Common	ADaM2021	MiniLibCas9
7526	MELTF	-0.220224900126408	Common	ADaM2021	MiniLibCas9
7527	RPL35A	-2.2568978511002937	Common	ADaM2021	MiniLibCas9
7528	FRG2	-0.5789070737174794	Common	ADaM2021	MiniLibCas9
7529	GAK	-0.7265123394620538	Common	ADaM2021	MiniLibCas9
7530	IDUA	-0.1941171063861261	Common	ADaM2021	MiniLibCas9
7531	MAEA	-0.4104092103267694	Common	ADaM2021	MiniLibCas9
7532	SLBP	-2.142580026028148	Common	ADaM2021	MiniLibCas9
7533	LETM1	-0.9760085094158222	Common	ADaM2021	MiniLibCas9
7534	NSD2	-0.1371278772283735	Exclusive	ADaM2021	MiniLibCas9
7535	NELFA	-0.928236430536583	Common	ADaM2021	MiniLibCas9
7536	HAUS3	-2.8779424865221035	Common	ADaM2021	MiniLibCas9
7537	RNF4	-0.2428600030808337	Common	ADaM2021	MiniLibCas9
7538	FAM193A	-0.1131345443615647	Exclusive	ADaM2021	MiniLibCas9
7539	NOP14	-1.091859858562707	Common	ADaM2021	MiniLibCas9
7540	OTOP1	-0.4715265180743322	Common	ADaM2021	MiniLibCas9
7541	STX18	-1.2219039364923945	Common	ADaM2021	MiniLibCas9
7542	C4orf50	-0.637209356594494	Common	ADaM2021	MiniLibCas9
7543	MRFAP1	-1.3388801211174397	Common	ADaM2021	MiniLibCas9
7544	TADA2B	-0.7832958164505778	Common	ADaM2021	MiniLibCas9
7545	GRPEL1	-2.1955492372426795	Common	ADaM2021	MiniLibCas9
7546	USP17L10	-0.6359415484695456	Common	ADaM2021	MiniLibCas9
7547	USP17L12	-0.3199892786544891	Common	ADaM2021	MiniLibCas9
7548	USP17L13	-0.8774623983989895	Common	ADaM2021	MiniLibCas9
7549	USP17L21	-0.9896825332173974	Common	ADaM2021	MiniLibCas9
7550	HS3ST1	-0.2117720120787094	Common	ADaM2021	MiniLibCas9
7551	MED28	-1.89607633317454	Common	ADaM2021	MiniLibCas9
7552	NCAPG	-2.184591327703852	Common	ADaM2021	MiniLibCas9
7553	DHX15	-3.640706692760671	Common	ADaM2021	MiniLibCas9
7554	ANAPC4	-4.821058310303307	Common	ADaM2021	MiniLibCas9
7555	SLC34A2	-0.0944314790731377	Exclusive	ADaM2021	MiniLibCas9
7556	SEL1L3	-0.1671282759122883	Common	ADaM2021	MiniLibCas9
7557	KLF3	-0.2016740658288759	Common	ADaM2021	MiniLibCas9
7558	RFC1	-3.0144659485742333	Common	ADaM2021	MiniLibCas9
7559	RPL9	-4.578924196189289	Common	ADaM2021	MiniLibCas9
7560	RBM47	-0.3935866450577698	Common	ADaM2021	MiniLibCas9
7561	ARL4A	-0.1611604100788466	Common	ADaM2021	MiniLibCas9
7562	KCTD8	-0.2418169853105321	Common	ADaM2021	MiniLibCas9
7563	CNGA1	-0.1565387699291499	Common	ADaM2021	MiniLibCas9
7564	TEC	-0.0905778054148235	Exclusive	ADaM2021	MiniLibCas9
7565	FIP1L1	-1.1910227476284578	Common	ADaM2021	MiniLibCas9
7566	PDGFRA	-0.2431725122304834	Common	ADaM2021	MiniLibCas9
7567	KDR	-0.1935323073449614	Common	ADaM2021	MiniLibCas9
7568	EXOC1	-0.5164952262696582	Common	ADaM2021	MiniLibCas9
7569	AASDH	-0.3757282231094378	Common	ADaM2021	MiniLibCas9
7570	PPAT	-0.7843398066674779	Common	ADaM2021	MiniLibCas9
7571	PAICS	-0.3769674424418265	Common	ADaM2021	MiniLibCas9
7572	SRP72	-1.0339765203182958	Common	ADaM2021	MiniLibCas9
7573	THEGL	-0.2630465291780355	Common	ADaM2021	MiniLibCas9
7574	POLR2B	-4.145554670592211	Common	ADaM2021	MiniLibCas9
7575	CENPC	-2.7900304328977987	Common	ADaM2021	MiniLibCas9
7576	UBA6	-0.1539214841657688	Common	ADaM2021	MiniLibCas9
7577	YTHDC1	-0.6404899996459772	Common	ADaM2021	MiniLibCas9
7578	UGT2A3	-0.1977424527349804	Common	ADaM2021	MiniLibCas9
7579	COX18	-0.1656445905745001	Common	ADaM2021	MiniLibCas9
7580	PF4	-0.7868245845922018	Common	ADaM2021	MiniLibCas9
7581	THAP6	-0.1378195444956615	Exclusive	ADaM2021	MiniLibCas9
7582	USO1	-1.1639125596268574	Common	ADaM2021	MiniLibCas9
7583	SDAD1	-2.304872020668397	Common	ADaM2021	MiniLibCas9
7584	NUP54	-0.8441935414932396	Common	ADaM2021	MiniLibCas9
7585	SHROOM3	-0.1334911035893086	Exclusive	ADaM2021	MiniLibCas9
7586	BMP2K	-0.3596253452548674	Common	ADaM2021	MiniLibCas9
7587	THAP9	-0.0997681587552702	Exclusive	ADaM2021	MiniLibCas9
7588	LIN54	-0.1907681333205056	Common	ADaM2021	MiniLibCas9
7589	COPS4	-2.173462872487078	Common	ADaM2021	MiniLibCas9
7590	COQ2	-0.8513346024225459	Common	ADaM2021	MiniLibCas9
7591	MRPS18C	-0.1134047929114372	Exclusive	ADaM2021	MiniLibCas9
7592	WDFY3	-0.1302021846125698	Exclusive	ADaM2021	MiniLibCas9
7593	PYURF	-0.2259825839165866	Common	ADaM2021	MiniLibCas9
7594	PDHA2	-0.1730265999044667	Common	ADaM2021	MiniLibCas9
7595	EIF4E	-2.2698077568788904	Common	ADaM2021	MiniLibCas9
7596	METAP1	-1.2070066588661352	Common	ADaM2021	MiniLibCas9
7597	TRMT10A	-0.4899174591872328	Common	ADaM2021	MiniLibCas9
7598	CENPE	-1.7833649797743476	Common	ADaM2021	MiniLibCas9
7599	CXXC4	-0.1583527096971029	Common	ADaM2021	MiniLibCas9
7600	TET2	-0.1879353714163751	Common	ADaM2021	MiniLibCas9
7601	PPA2	-0.2717874480149075	Common	ADaM2021	MiniLibCas9
7602	INTS12	-0.7164670333028886	Common	ADaM2021	MiniLibCas9
7603	NPNT	-0.1372665285085994	Exclusive	ADaM2021	MiniLibCas9
7604	AIMP1	-0.1242974815404947	Exclusive	ADaM2021	MiniLibCas9
7605	CYP2U1	-0.2170473717859244	Common	ADaM2021	MiniLibCas9
7606	RPL34	-2.715851577279633	Common	ADaM2021	MiniLibCas9
7607	OSTC	-0.1125451133345962	Exclusive	ADaM2021	MiniLibCas9
7608	COL25A1	-0.1379381151201594	Exclusive	ADaM2021	MiniLibCas9
7609	GAR1	-0.4878854478160592	Common	ADaM2021	MiniLibCas9
7610	UGT8	-0.0985824510457016	Exclusive	ADaM2021	MiniLibCas9
7611	METTL14	-0.216555303261477	Common	ADaM2021	MiniLibCas9
7612	PDE5A	-0.1923746344513621	Common	ADaM2021	MiniLibCas9
7613	MAD2L1	-3.863645195237576	Common	ADaM2021	MiniLibCas9
7614	EXOSC9	-2.1492708211356097	Common	ADaM2021	MiniLibCas9
7615	CCNA2	-1.6365342808019796	Common	ADaM2021	MiniLibCas9
7616	SPATA5	-0.9701902031983584	Common	ADaM2021	MiniLibCas9
7617	PLK4	-3.265025930353165	Common	ADaM2021	MiniLibCas9
7618	ABHD18	-0.1615156926835226	Common	ADaM2021	MiniLibCas9
7619	PGRMC2	-0.3249060424219283	Common	ADaM2021	MiniLibCas9
7620	PCDH10	-0.2073259422500861	Common	ADaM2021	MiniLibCas9
7621	PABPC4L	-0.0862884330777715	Exclusive	ADaM2021	MiniLibCas9
7622	ELF2	-0.0901787638234949	Exclusive	ADaM2021	MiniLibCas9
7623	NDUFC1	-0.1344474071006153	Exclusive	ADaM2021	MiniLibCas9
7624	NAA15	-0.6453478721592504	Common	ADaM2021	MiniLibCas9
7625	MAML3	-0.1962479507976369	Common	ADaM2021	MiniLibCas9
7626	ZNF330	-0.1853117697460303	Common	ADaM2021	MiniLibCas9
7627	USP38	-0.1932661381983305	Common	ADaM2021	MiniLibCas9
7628	SMARCA5	-1.3037936605680964	Common	ADaM2021	MiniLibCas9
7629	ANAPC10	-3.316828533494051	Common	ADaM2021	MiniLibCas9
7630	ABCE1	-3.3270539658890845	Common	ADaM2021	MiniLibCas9
7631	MMAA	-0.1612804841132734	Common	ADaM2021	MiniLibCas9
7632	LSM6	-4.921348312096388	Common	ADaM2021	MiniLibCas9
7633	RPS3A	-2.440440832246234	Common	ADaM2021	MiniLibCas9
7634	FBXW7	-0.2045369586939049	Common	ADaM2021	MiniLibCas9
7635	ARFIP1	-0.0952927431300036	Exclusive	ADaM2021	MiniLibCas9
7636	TRIM2	-0.1034068109100011	Exclusive	ADaM2021	MiniLibCas9
7637	PLRG1	-3.6105055026998265	Common	ADaM2021	MiniLibCas9
7638	GUCY1B1	-0.166289351333373	Common	ADaM2021	MiniLibCas9
7639	FSTL5	-0.0946474799444952	Exclusive	ADaM2021	MiniLibCas9
7640	NAF1	-0.4632202250598654	Common	ADaM2021	MiniLibCas9
7641	TMA16	-1.6313557653240651	Common	ADaM2021	MiniLibCas9
7642	SPCS3	-2.4357541473568967	Common	ADaM2021	MiniLibCas9
7643	CDKN2AIP	-0.0956432501569319	Exclusive	ADaM2021	MiniLibCas9
7644	ING2	-0.1077481308057759	Exclusive	ADaM2021	MiniLibCas9
7645	TRAPPC11	-3.053115414721004	Common	ADaM2021	MiniLibCas9
7646	UFSP2	-0.2923410426216393	Common	ADaM2021	MiniLibCas9
7647	MTNR1A	-0.0877662948510326	Exclusive	ADaM2021	MiniLibCas9
7648	EXOC3	-0.7334862065226224	Common	ADaM2021	MiniLibCas9
7649	BRD9	-0.3531751608729453	Common	ADaM2021	MiniLibCas9
7650	NKD2	-0.1028101398762466	Exclusive	ADaM2021	MiniLibCas9
7651	MRPL36	-0.5085981818435178	Common	ADaM2021	MiniLibCas9
7652	ICE1	-0.6546852591154388	Common	ADaM2021	MiniLibCas9
7653	MED10	-0.8441288642373926	Common	ADaM2021	MiniLibCas9
7654	CCT5	-3.766868628734217	Common	ADaM2021	MiniLibCas9
7655	DROSHA	-0.1985419163410719	Common	ADaM2021	MiniLibCas9
7656	TARS1	-2.916718565878424	Common	ADaM2021	MiniLibCas9
7657	BRIX1	-1.3578049522447193	Common	ADaM2021	MiniLibCas9
7658	NIPBL	-0.2969174686333322	Common	ADaM2021	MiniLibCas9
7659	NUP155	-1.58663214087564	Common	ADaM2021	MiniLibCas9
7660	WDR70	-3.2704809316845207	Common	ADaM2021	MiniLibCas9
7661	RICTOR	-0.2284630735522034	Common	ADaM2021	MiniLibCas9
7662	RPL37	-1.4580285776041535	Common	ADaM2021	MiniLibCas9
7663	ZNF131	-1.7271942278121288	Common	ADaM2021	MiniLibCas9
7664	HMGCS1	-3.806181573289012	Common	ADaM2021	MiniLibCas9
7665	MRPS30	-0.2703423580344136	Common	ADaM2021	MiniLibCas9
7666	PELO	-0.4713867134262992	Common	ADaM2021	MiniLibCas9
7667	ITGA1	-0.2881376936361463	Common	ADaM2021	MiniLibCas9
7668	MOCS2	-0.4348113968782932	Common	ADaM2021	MiniLibCas9
7669	MTREX	-2.921538812923901	Common	ADaM2021	MiniLibCas9
7670	PLK2	-0.2152426794118923	Common	ADaM2021	MiniLibCas9
7671	DIMT1	-1.945976356748748	Common	ADaM2021	MiniLibCas9
7672	IPO11	-3.1576424110636223	Common	ADaM2021	MiniLibCas9
7673	CENPK	-2.832599690156279	Common	ADaM2021	MiniLibCas9
7674	PPWD1	-2.2680321211392984	Common	ADaM2021	MiniLibCas9
7675	SHLD3	-0.0988580340226555	Exclusive	ADaM2021	MiniLibCas9
7676	SREK1	-0.3066196011674026	Common	ADaM2021	MiniLibCas9
7677	CCNB1	-0.3012233777161657	Common	ADaM2021	MiniLibCas9
7678	CENPH	-1.126019342398612	Common	ADaM2021	MiniLibCas9
7679	CDK7	-1.714258279510248	Common	ADaM2021	MiniLibCas9
7680	AK6	-0.2455219633722624	Common	ADaM2021	MiniLibCas9
7681	RAD17	-0.5629149147222736	Common	ADaM2021	MiniLibCas9
7682	GTF2H2C	-0.2856259138912249	Common	ADaM2021	MiniLibCas9
7683	SERF1A	-0.1007407782061029	Exclusive	ADaM2021	MiniLibCas9
7684	SMN2	-1.12112885937376	Common	ADaM2021	MiniLibCas9
7685	SMN1	-0.3385410950501055	Common	ADaM2021	MiniLibCas9
7686	GTF2H2	-1.2174656283543417	Common	ADaM2021	MiniLibCas9
7687	BDP1	-0.5160740602527957	Common	ADaM2021	MiniLibCas9
7688	MRPS27	-0.280826475603216	Common	ADaM2021	MiniLibCas9
7689	TNPO1	-0.2081775564535247	Common	ADaM2021	MiniLibCas9
7690	TMEM174	-0.1198896083624232	Exclusive	ADaM2021	MiniLibCas9
7691	BTF3	-0.8154499691839966	Common	ADaM2021	MiniLibCas9
7692	UTP15	-2.214457048858372	Common	ADaM2021	MiniLibCas9
7693	NSA2	-1.7573437965227705	Common	ADaM2021	MiniLibCas9
7694	HMGCR	-1.5598374251494	Common	ADaM2021	MiniLibCas9
7695	PDE8B	-0.1790552832925838	Common	ADaM2021	MiniLibCas9
7696	TBCA	-1.3220118776966228	Common	ADaM2021	MiniLibCas9
7697	AP3B1	-0.4187357394608949	Common	ADaM2021	MiniLibCas9
7698	ANKRD34B	-0.0988083068414279	Exclusive	ADaM2021	MiniLibCas9
7699	DHFR	-1.4362865744475517	Common	ADaM2021	MiniLibCas9
7700	ZCCHC9	-1.0567068491241474	Common	ADaM2021	MiniLibCas9
7701	RPS23	-3.0659981504566614	Common	ADaM2021	MiniLibCas9
7702	ATP6AP1L	-0.4149124408787846	Common	ADaM2021	MiniLibCas9
7703	COX7C	-0.4661124897468875	Common	ADaM2021	MiniLibCas9
7704	CCNH	-1.610666325970732	Common	ADaM2021	MiniLibCas9
7705	SPATA9	-0.2400985795101853	Common	ADaM2021	MiniLibCas9
7706	RIOK2	-2.181445646479498	Common	ADaM2021	MiniLibCas9
7707	ST8SIA4	-0.1344805783683806	Exclusive	ADaM2021	MiniLibCas9
7708	WDR36	-2.6369212314768093	Common	ADaM2021	MiniLibCas9
7709	APC	-0.7993320484361135	Common	ADaM2021	MiniLibCas9
7710	SRP19	-1.0288296066671687	Common	ADaM2021	MiniLibCas9
7711	PGGT1B	-0.4437074254961815	Common	ADaM2021	MiniLibCas9
7712	SRFBP1	-0.1124719838873236	Exclusive	ADaM2021	MiniLibCas9
7713	PRDM6	-0.1646171288437158	Common	ADaM2021	MiniLibCas9
7714	PHAX	-1.0244351197080137	Common	ADaM2021	MiniLibCas9
7715	FBN2	-0.0959164014581064	Exclusive	ADaM2021	MiniLibCas9
7716	CSF2	-0.0911247208418997	Exclusive	ADaM2021	MiniLibCas9
7717	P4HA2	-0.1662534029601312	Common	ADaM2021	MiniLibCas9
7718	SOWAHA	-0.148963998297028	Exclusive	ADaM2021	MiniLibCas9
7719	UQCRQ	-0.1125724403320479	Exclusive	ADaM2021	MiniLibCas9
7720	C5orf15	-0.1376337713483496	Exclusive	ADaM2021	MiniLibCas9
7721	VDAC1	-0.199919261070213	Common	ADaM2021	MiniLibCas9
7722	SKP1	-2.7176159762736014	Common	ADaM2021	MiniLibCas9
7723	PPP2CA	-2.076272216858027	Common	ADaM2021	MiniLibCas9
7724	CAMLG	-0.2861029996181896	Common	ADaM2021	MiniLibCas9
7725	DDX46	-2.217992906151154	Common	ADaM2021	MiniLibCas9
7726	CXCL14	-0.1391119506583401	Exclusive	ADaM2021	MiniLibCas9
7727	MYOT	-0.126749553355456	Exclusive	ADaM2021	MiniLibCas9
7728	PKD2L2	-0.1742156231439655	Common	ADaM2021	MiniLibCas9
7729	BRD8	-0.3790907462780547	Common	ADaM2021	MiniLibCas9
7730	KIF20A	-0.3329226623796196	Common	ADaM2021	MiniLibCas9
7731	CDC23	-5.424963731523667	Common	ADaM2021	MiniLibCas9
7732	FAM53C	-0.2111868788429987	Common	ADaM2021	MiniLibCas9
7733	REEP2	-0.1616142845295853	Common	ADaM2021	MiniLibCas9
7734	ETF1	-2.915850688045685	Common	ADaM2021	MiniLibCas9
7735	HSPA9	-2.536920879074123	Common	ADaM2021	MiniLibCas9
7736	CTNNA1	-0.1191989065351082	Exclusive	ADaM2021	MiniLibCas9
7737	MATR3	-0.2569273767792248	Common	ADaM2021	MiniLibCas9
7738	PFDN1	-0.7340086301104973	Common	ADaM2021	MiniLibCas9
7739	ANKHD1	-0.2474006944038103	Common	ADaM2021	MiniLibCas9
7740	EIF4EBP3	-0.3850863341954482	Common	ADaM2021	MiniLibCas9
7741	NDUFA2	-0.2039268142896498	Common	ADaM2021	MiniLibCas9
7742	IK	-0.5984812182612573	Common	ADaM2021	MiniLibCas9
7743	WDR55	-0.3174724172394239	Common	ADaM2021	MiniLibCas9
7744	HARS1	-1.6958716610426348	Common	ADaM2021	MiniLibCas9
7745	ZMAT2	-1.6074750475858948	Common	ADaM2021	MiniLibCas9
7746	TAF7	-0.3217933237836363	Common	ADaM2021	MiniLibCas9
7747	HDAC3	-1.3283159328351326	Common	ADaM2021	MiniLibCas9
7748	PCDH1	-0.1084793204892295	Exclusive	ADaM2021	MiniLibCas9
7749	LARS1	-2.916563154276188	Common	ADaM2021	MiniLibCas9
7750	STK32A	-0.1806606436041713	Common	ADaM2021	MiniLibCas9
7751	FBXO38	-0.0895365313175854	Exclusive	ADaM2021	MiniLibCas9
7752	CSNK1A1	-2.1233525855574897	Common	ADaM2021	MiniLibCas9
7753	ARHGEF37	-0.2897666112842168	Common	ADaM2021	MiniLibCas9
7754	SLC26A2	-0.4393820680085229	Common	ADaM2021	MiniLibCas9
7755	TCOF1	-0.3536303015284888	Common	ADaM2021	MiniLibCas9
7756	RPS14	-2.3507947065997072	Common	ADaM2021	MiniLibCas9
7757	RBM22	-3.398743937775797	Common	ADaM2021	MiniLibCas9
7758	DCTN4	-1.632209436005306	Common	ADaM2021	MiniLibCas9
7759	GEMIN5	-2.2331635330348862	Common	ADaM2021	MiniLibCas9
7760	MRPL22	-0.2009212494566043	Common	ADaM2021	MiniLibCas9
7761	MED7	-1.610376132033685	Common	ADaM2021	MiniLibCas9
7762	C5orf52	-0.1835665171532606	Common	ADaM2021	MiniLibCas9
7763	THG1L	-0.7085108164137309	Common	ADaM2021	MiniLibCas9
7764	LSM11	-1.3864547835636176	Common	ADaM2021	MiniLibCas9
7765	TTC1	-2.568434192005453	Common	ADaM2021	MiniLibCas9
7766	SLU7	-2.75033261569982	Common	ADaM2021	MiniLibCas9
7767	PTTG1	-0.6059960999033044	Common	ADaM2021	MiniLibCas9
7768	RARS1	-1.5377691888442473	Common	ADaM2021	MiniLibCas9
7769	SPDL1	-3.60451395815812	Common	ADaM2021	MiniLibCas9
7770	INSYN2B	-0.3285079149430177	Common	ADaM2021	MiniLibCas9
7771	NPM1	-0.2656395344229464	Common	ADaM2021	MiniLibCas9
7772	FBXW11	-1.46131815312623	Common	ADaM2021	MiniLibCas9
7773	NEURL1B	-0.1359377610627635	Exclusive	ADaM2021	MiniLibCas9
7774	BNIP1	-0.6933773888329656	Common	ADaM2021	MiniLibCas9
7775	THOC3	-0.1224288030525851	Exclusive	ADaM2021	MiniLibCas9
7776	FAM153B	-0.1244572327678041	Exclusive	ADaM2021	MiniLibCas9
7777	ARL10	-0.2930176777742743	Common	ADaM2021	MiniLibCas9
7778	NOP16	-2.4278585226296427	Common	ADaM2021	MiniLibCas9
7779	HIGD2A	-0.2032474382372676	Common	ADaM2021	MiniLibCas9
7780	PRELID1	-3.383671823327564	Common	ADaM2021	MiniLibCas9
7781	DDX41	-2.525645772718316	Common	ADaM2021	MiniLibCas9
7782	RMND5B	-0.1592314575422419	Common	ADaM2021	MiniLibCas9
7783	NHP2	-0.92537224392415	Common	ADaM2021	MiniLibCas9
7784	TBC1D9B	-0.1506134909404216	Exclusive	ADaM2021	MiniLibCas9
7785	FLT4	-0.2441957542124137	Common	ADaM2021	MiniLibCas9
7786	RACK1	-1.621964887516136	Common	ADaM2021	MiniLibCas9
7787	EXOC2	-0.2897924695823651	Common	ADaM2021	MiniLibCas9
7788	PSMG4	-1.6272993427940854	Common	ADaM2021	MiniLibCas9
7789	PRPF4B	-0.8422798251748718	Common	ADaM2021	MiniLibCas9
7790	RPP40	-1.1830475814425023	Common	ADaM2021	MiniLibCas9
7791	LYRM4	-0.7862121159155917	Common	ADaM2021	MiniLibCas9
7792	FARS2	-0.2524014011237678	Common	ADaM2021	MiniLibCas9
7793	RIOK1	-1.79531418896396	Common	ADaM2021	MiniLibCas9
7794	SNRNP48	-0.7459440354715768	Common	ADaM2021	MiniLibCas9
7795	PAK1IP1	-1.0164617413487829	Common	ADaM2021	MiniLibCas9
7796	NOL7	-0.424704183170083	Common	ADaM2021	MiniLibCas9
7797	DTNBP1	-0.1894897185696331	Common	ADaM2021	MiniLibCas9
7798	NUP153	-0.6644671957829063	Common	ADaM2021	MiniLibCas9
7799	E2F3	-0.2191508008542336	Common	ADaM2021	MiniLibCas9
7800	H2AC4	-0.1393122682551917	Exclusive	ADaM2021	MiniLibCas9
7801	H3C3	-0.2758245676558297	Common	ADaM2021	MiniLibCas9
7802	H2AC6	-0.120847598888071	Exclusive	ADaM2021	MiniLibCas9
7803	H2BC6	-3.966057371896764	Common	ADaM2021	MiniLibCas9
7804	H4C4	-0.2566314250270808	Common	ADaM2021	MiniLibCas9
7805	H2BC7	-0.4407778844843039	Common	ADaM2021	MiniLibCas9
7806	H2BC8	-2.070417002617706	Common	ADaM2021	MiniLibCas9
7807	H2AC8	-0.4953460840201853	Common	ADaM2021	MiniLibCas9
7808	H2BC9	-1.313218888687053	Common	ADaM2021	MiniLibCas9
7809	ABT1	-1.9817871024605984	Common	ADaM2021	MiniLibCas9
7810	ZNF322	-0.2182383512374437	Common	ADaM2021	MiniLibCas9
7811	H2BC11	-0.8772878600667895	Common	ADaM2021	MiniLibCas9
7812	H2AC11	-0.2680075320105194	Common	ADaM2021	MiniLibCas9
7813	H4C9	-0.1557518791954546	Common	ADaM2021	MiniLibCas9
7814	H2BC13	-2.273434182999156	Common	ADaM2021	MiniLibCas9
7815	H2AC13	-1.333447885181711	Common	ADaM2021	MiniLibCas9
7816	H2AC14	-0.9277108313038293	Common	ADaM2021	MiniLibCas9
7817	H4C11	-0.6748683138174104	Common	ADaM2021	MiniLibCas9
7818	H4C12	-0.83847225618293	Common	ADaM2021	MiniLibCas9
7819	H2AC15	-2.336012249050926	Common	ADaM2021	MiniLibCas9
7820	H2AC16	-0.906786742685548	Common	ADaM2021	MiniLibCas9
7821	H3C12	-0.8445241098006241	Common	ADaM2021	MiniLibCas9
7822	ZNRD1	-1.094884740070658	Common	ADaM2021	MiniLibCas9
7823	PPP1R11	-2.1512454239975893	Common	ADaM2021	MiniLibCas9
7824	RPP21	-1.184349775245462	Common	ADaM2021	MiniLibCas9
7825	ABCF1	-3.112371472726844	Common	ADaM2021	MiniLibCas9
7826	PPP1R10	-1.1971570751608476	Common	ADaM2021	MiniLibCas9
7827	MRPS18B	-0.2286446957654837	Common	ADaM2021	MiniLibCas9
7828	C6orf136	-0.1283387725266211	Exclusive	ADaM2021	MiniLibCas9
7829	DHX16	-2.8859395433965105	Common	ADaM2021	MiniLibCas9
7830	MDC1	-0.3547896221463407	Common	ADaM2021	MiniLibCas9
7831	TUBB	-0.5110970334879485	Common	ADaM2021	MiniLibCas9
7832	GTF2H4	-1.50217618256299	Common	ADaM2021	MiniLibCas9
7833	VARS2	-0.7789885199358899	Common	ADaM2021	MiniLibCas9
7834	MICB	-0.4166599620242469	Common	ADaM2021	MiniLibCas9
7835	DDX39B	-2.6540759865229253	Common	ADaM2021	MiniLibCas9
7836	LTA	-0.2113934651439137	Common	ADaM2021	MiniLibCas9
7837	LTB	-0.0904489116286063	Exclusive	ADaM2021	MiniLibCas9
7838	LST1	-0.1519574035542333	Exclusive	ADaM2021	MiniLibCas9
7839	PRRC2A	-0.1624341238743882	Common	ADaM2021	MiniLibCas9
7840	CSNK2B	-1.364457853980308	Common	ADaM2021	MiniLibCas9
7841	VARS1	-3.680463257481604	Common	ADaM2021	MiniLibCas9
